GCTA,var_GCTA,time_GCTA,nGCTA,var_nGCTA,time_nGCTA,nAdjHE,var_nAdjHE,time_nAdjHE,AdjHE,var_AdjHE,time_AdjHE,SWD,var_SWD,time_SWD,Combat,var_Combat,time_Combat,AdjHE_RE,var_AdjHE_RE,time_AdjHE_RE,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
0.579559,0.022786808209,1.0108772639650851,0.4652349189999999,0.21919129147339841,3.5354065550491214,0.48938467080696135,0.22897116055250855,0.3409021170809865,0.6573864056540801,0.022207804702479936,0.10027251904830337,0.5975228101958553,0.022207804702479936,0.11036589392460883,0.5636614331264305,0.022207804702479936,0.10602941899560392,0.5983151264475115,0.022207804702480047,0.5647782050073147,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.72525,0.02211169,1.1878095441497862,0.48697310299999996,0.22084674205431035,11.472142989048734,0.5308052557110746,0.21974934627922038,0.330031321849674,0.3719202893845772,0.022126806439256977,0.0921265531796962,0.6262110152622584,0.022126806439256977,0.10491844802163541,0.6374944526503759,0.022126806439256977,0.10167039488442242,0.6484645662261959,0.02212680643925692,0.5538627658970654,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.45361599999999996,0.025476948225,1.5743520599789917,0.42793791699999995,0.22719832468247045,10.967651627957821,0.4583869883471781,0.23097594801151305,0.3355451610404998,0.2523002409142658,0.022274400791418805,0.09878839808516204,0.4040434675327313,0.022274400791418805,0.10510992398485541,0.009495303506216085,0.022274400791418805,0.10429812502115965,0.40134139609771646,0.022274400791418746,0.5807958319783211,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.49581800000000004,0.023385443929,1.5160142909735441,0.554104799,0.22028748688351993,8.310085387900472,0.5786687160662441,0.22667419986808124,0.33936873893253505,0.48882881087183977,0.022259699165089755,0.09678776701912284,0.5426907077357289,0.022259699165089755,0.10820918693207204,0.28246266504020023,0.022259699165089755,0.10550207900814712,0.5472028075047163,0.02225969916508964,0.5871617940720171,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.432992,0.021971243528999998,1.4756605681031942,0.43414399800000003,0.22980300428691838,6.924116868991405,0.4410408810601512,0.2028442888144127,0.3519986132159829,0.48182661871800975,0.022511685199246928,0.10750365792773664,0.644837579833241,0.022511685199246928,0.1053259449545294,0.0,0.022511685199246928,0.10797496605664492,0.6531934104030749,0.02251168519924687,0.5962791589554399,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.522291,0.023569004483999997,1.573552031069994,0.5071940830000001,0.22664431535650245,5.3178877828177065,0.5507612155798758,0.22169928479267806,0.34312874590978026,0.576951632306272,0.02251197728491727,0.09818595601245761,0.502506566604635,0.02251197728491727,0.1077948990277946,0.5082917403855189,0.02251197728491727,0.10449814307503402,0.5016309872991653,0.022511977284917384,0.5943831859622151,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.467528,0.024804360036,1.5540524399839342,0.34782011799999996,0.19656208446893758,4.978245378937572,0.3804748040371631,0.21687228485057577,0.34221382113173604,0.5418697808012926,0.02227413300894691,0.09843947412446141,0.4435854059645401,0.02227413300894691,0.1066630370914936,0.39499200912965743,0.02227413300894691,0.10558331408537924,0.4409525693304206,0.022274133008946855,0.5880845880601555,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.515555,0.023868705025,1.587340340949595,0.4727557719999999,0.2288094384932095,6.171083889203146,0.5128568088440011,0.2200741889614803,0.335547124966979,0.5728973682317884,0.02261234719356566,0.0976296029984951,0.48719551264103717,0.02261234719356566,0.10626510111615062,0.5036854788735552,0.02261234719356566,0.10565965995192528,0.477394126170437,0.02261234719356566,0.5968460908625275,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.215452,0.023949729049,1.4885766389779747,0.479034998,0.22793385626215362,4.319651857949793,0.543146238125601,0.2105667858132214,0.33437257702462375,0.4985467143896906,0.022172232367960294,0.09454331500455737,0.26742146144267664,0.022172232367960294,0.10634269495494664,0.0991543483744972,0.022172232367960294,0.10500862589105964,0.25780932665539197,0.02217223236796035,0.5907533229328692,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.527459,0.023161796100000007,1.524825036060065,0.45424806799999995,0.24114786639128952,2.6809712359681726,0.4673380986316914,0.2388057913568563,0.34249937790445983,0.5275634132840941,0.022269165994115284,0.09531116695143282,0.5015084608723136,0.022269165994115284,0.10766874579712749,0.4302380236009194,0.022269165994115284,0.10818062210455537,0.5046809342624724,0.022269165994115228,0.5863926869351417,0.5,1e-06,0.5,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
