Est,SD,Var,Knot time,Time for analysis(s),Memory usage
0.7639393,0.26352080324088245,1.0088481,1.136299617000077,9.046517304999725,1076112
0.82571805,0.05837546285529313,1.0254666,1.136299617000077,9.048532523000176,1076112
