h2,SE,Pheno,PCs,Covariates,Time for analysis(s),Memory Usage
-0.005463155912419636,0.02167092727139881,phen028,0,,0.15547564300049999,559.048
-0.005958842617741889,0.02167160503126875,phen028,1,,0.18760829500024556,559.312
-0.004750190403880026,0.021718906621591778,phen028,5,,0.27552265300073486,559.328
-0.0037985118154644643,0.02167092727139881,phen046,0,,0.1688452979997237,574.064
-0.004504135037387497,0.02167160503126875,phen046,1,,0.18241301700072654,574.064
-0.003331124295422957,0.021718906621591778,phen046,5,,0.27177809400018305,574.064
-0.014966584358524769,0.02167092727139881,phen064,0,,0.17450849900069443,574.064
-0.015210372965355377,0.02167160503126875,phen064,1,,0.186281274999601,574.064
-0.014460953704651969,0.021718906621591778,phen064,5,,0.26970414399966103,574.064
-0.01297921054849629,0.02167092727139881,phen082,0,,0.17593710600067425,574.064
-0.014787299555773558,0.02167160503126875,phen082,1,,0.1853236150000157,574.064
-0.017893731133961806,0.021718906621591778,phen082,5,,0.26899258499997813,574.064
-0.016403406454024626,0.02167092727139881,phen208,0,,0.16897188299935806,574.064
-0.01621163034514475,0.02167160503126875,phen208,1,,0.18428788800065377,574.064
-0.01480543524436483,0.021718906621591778,phen208,5,,0.26945055600026535,574.064
0.020681318188757996,0.02167092727139881,phen226,0,,0.17083374699996057,574.064
0.020949899783340154,0.02167160503126875,phen226,1,,0.18250340600025083,574.064
0.022929207952438618,0.021718906621591778,phen226,5,,0.2717983339998682,574.064
-0.009520096050280764,0.02167092727139881,phen244,0,,0.16582509300042148,574.076
-0.009192832502803333,0.02167160503126875,phen244,1,,0.1837011640000128,574.076
-0.009485329722915187,0.021718906621591778,phen244,5,,0.27064081599928613,574.076
0.0008706456154963341,0.02167092727139881,phen262,0,,0.16888128600021446,574.088
0.0008450613542975056,0.02167160503126875,phen262,1,,0.18243252400043275,574.088
0.0010163207760803467,0.021718906621591778,phen262,5,,0.2730050520003715,574.088
-0.009843406427979077,0.02167092727139881,phen280,0,,0.16627518099994631,574.096
-0.009609333179227596,0.02167160503126875,phen280,1,,0.18419992799954343,574.096
-0.009188347217262539,0.021718906621591778,phen280,5,,0.2725510939999367,574.096
-0.018592778452354963,0.02167092727139881,phen406,0,,0.1658810529997936,574.1
-0.01835277557103065,0.02167160503126875,phen406,1,,0.18304952000016783,574.1
-0.016823137986200755,0.021718906621591778,phen406,5,,0.2799727780002286,574.1
0.011893127391184496,0.02167092727139881,phen424,0,,0.16576417399937782,574.104
0.01082491079721292,0.02167160503126875,phen424,1,,0.18239395599994168,574.108
0.00965456393304248,0.021718906621591778,phen424,5,,0.27258343900030013,574.108
0.002422820843795942,0.02167092727139881,phen442,0,,0.16637580599945068,574.108
0.0038991843219273324,0.02167160503126875,phen442,1,,0.18272498799979076,574.108
0.002512533246011536,0.021718906621591778,phen442,5,,0.275374238999575,574.108
0.0005133837465952226,0.02167092727139881,phen460,0,,0.16642391999994288,574.108
0.0011382865998345892,0.02167160503126875,phen460,1,,0.18334858500020346,574.108
-0.0018109338854928568,0.021718906621591778,phen460,5,,0.27347242399991956,574.108
0.023706391583198892,0.02167092727139881,phen604,0,,0.16898166700048023,574.112
0.02332411248895153,0.02167160503126875,phen604,1,,0.18238495499917917,574.112
0.024568760305375678,0.021718906621591778,phen604,5,,0.2717637879995891,574.112
-0.020664316136572623,0.02167092727139881,phen622,0,,0.16639777300042624,574.112
-0.020722283786140133,0.02167160503126875,phen622,1,,0.1841786860004504,574.116
-0.018875626626898536,0.021718906621591778,phen622,5,,0.27340185699995345,574.116
0.01441543248496832,0.02167092727139881,phen640,0,,0.16798554500019236,574.116
0.015375491837543985,0.02167160503126875,phen640,1,,0.19066685599955235,574.116
0.01353605654301211,0.021718906621591778,phen640,5,,0.27445211299982475,574.12
-0.0012368344286243485,0.02167092727139881,phen802,0,,0.1670550369999546,574.12
-0.0014203107733680978,0.02167160503126875,phen802,1,,0.18911402600042493,574.12
0.00038587837674791166,0.021718906621591778,phen802,5,,0.26913772100033384,574.12
-0.009454189951735064,0.02167092727139881,phen820,0,,0.1671495970003889,574.124
-0.009275913644215775,0.02167160503126875,phen820,1,,0.18777846600005432,574.124
-0.012116810407903864,0.021718906621591778,phen820,5,,0.2693163750000167,574.124
