nsites,nclusts,sg,ss,se,variable,value
,,,,,Combat,0.5297902941534283
,,,,,Combat,0.3677733637183042
,,,,,Combat,1.0
2.0,1.0,0.5,0.25,0.25,Combat,0.7333219363619908
2.0,1.0,0.5,0.25,0.25,Combat,0.6610342785804987
2.0,1.0,0.5,0.25,0.25,Combat,0.6575666003732055
2.0,1.0,0.5,0.25,0.25,Combat,0.792870860367638
2.0,1.0,0.5,0.25,0.25,Combat,0.6845398969000664
2.0,1.0,0.5,0.25,0.25,Combat,0.7250052922627916
2.0,1.0,0.5,0.25,0.25,Combat,0.7035729836997715
2.0,1.0,0.5,0.25,0.25,Combat,0.7275111255488526
2.0,1.0,0.5,0.25,0.25,Combat,0.546995229213053
2.0,1.0,0.5,0.25,0.25,Combat,0.841594008220488
,,,,,Combat,0.2099132599791574
,,,,,Combat,0.1622293395666695
,,,,,Combat,0.5272883825021789
,,,,,Combat,0.0192834310730983
,,,,,Combat,0.7252180950727977
,,,,,Combat,0.3706308635630893
,,,,,Combat,0.4975407085810633
,,,,,Combat,0.7630333796079442
,,,,,Combat,0.4017135065678293
,,,,,Combat,0.6748275044157168
,,,,,Combat,0.7889725661513329
,,,,,Combat,0.6715049014303103
,,,,,Combat,0.7924947794106026
,,,,,Combat,0.6474939709252561
,,,,,Combat,0.5914116792964611
,,,,,Combat,0.7336614037250878
,,,,,Combat,0.6535409441231442
,,,,,Combat,0.6541906616645902
,,,,,Combat,0.7896916608504866
,,,,,Combat,0.8053431933106403
2.0,2.0,0.5,0.25,0.25,Combat,0.640154979598816
2.0,2.0,0.5,0.25,0.25,Combat,0.30048680206494
2.0,2.0,0.5,0.25,0.25,Combat,0.2052667222950676
2.0,2.0,0.5,0.25,0.25,Combat,0.1568601627023909
2.0,2.0,0.5,0.25,0.25,Combat,0.5233015763039388
2.0,2.0,0.5,0.25,0.25,Combat,0.5436262377671952
2.0,2.0,0.5,0.25,0.25,Combat,0.4942445178946006
2.0,2.0,0.5,0.25,0.25,Combat,0.4377841793111988
2.0,2.0,0.5,0.25,0.25,Combat,0.22033877827408
2.0,2.0,0.5,0.25,0.25,Combat,0.6794554528605774
,,,,,Combat,0.50425561357864
,,,,,Combat,0.9034945382807452
,,,,,Combat,0.7289317838412687
,,,,,Combat,0.784083908793661
,,,,,Combat,0.8178721916900954
,,,,,Combat,0.5071530488346879
,,,,,Combat,0.8164308445663154
,,,,,Combat,0.8600539295219783
,,,,,Combat,0.7453936750935485
,,,,,Combat,0.8665720956880738
,,,,,Combat,0.6974599532804988
,,,,,Combat,0.6251230766084461
,,,,,Combat,0.7389958757453536
,,,,,Combat,0.5356724295622386
,,,,,Combat,0.8500024306836278
,,,,,Combat,0.5190619967443988
,,,,,Combat,0.6550569951882477
,,,,,Combat,0.5789543338481008
,,,,,Combat,0.5612383983351903
25.0,1.0,0.5,0.25,0.25,Combat,0.6718963074503649
25.0,1.0,0.5,0.25,0.25,Combat,0.3533499272145487
25.0,1.0,0.5,0.25,0.25,Combat,1.0
25.0,1.0,0.5,0.25,0.25,Combat,1.0
25.0,1.0,0.5,0.25,0.25,Combat,0.6714056798326484
25.0,1.0,0.5,0.25,0.25,Combat,0.246858854805182
25.0,1.0,0.5,0.25,0.25,Combat,0.8498350074438393
25.0,1.0,0.5,0.25,0.25,Combat,0.3312106564131181
25.0,1.0,0.5,0.25,0.25,Combat,0.4341894480651654
25.0,1.0,0.5,0.25,0.25,Combat,0.5641555098065616
,,,,,Combat,0.6084775015309688
,,,,,Combat,0.384446905607117
,,,,,Combat,0.6175524190794667
,,,,,Combat,0.4896634414581539
,,,,,Combat,0.478877753186361
,,,,,Combat,1.0
,,,,,Combat,0.4722906898469723
,,,,,Combat,0.493199900645481
,,,,,Combat,0.1704036915866994
,,,,,Combat,0.1673626687463658
,,,,,Combat,0.7810680910808695
,,,,,Combat,0.8319676720282949
,,,,,Combat,0.4693810849788783
,,,,,Combat,0.4920592714307163
,,,,,Combat,0.5004892335333847
,,,,,Combat,0.5354260375796045
,,,,,Combat,0.1519547564048522
,,,,,Combat,0.4732195923771324
,,,,,Combat,0.7015415439202497
,,,,,Combat,0.7817621882402036
25.0,2.0,0.5,0.25,0.25,Combat,0.8086170223867155
25.0,2.0,0.5,0.25,0.25,Combat,0.2228123746474212
25.0,2.0,0.5,0.25,0.25,Combat,0.1886095958635831
25.0,2.0,0.5,0.25,0.25,Combat,0.651519067326307
25.0,2.0,0.5,0.25,0.25,Combat,0.0841039737005606
25.0,2.0,0.5,0.25,0.25,Combat,0.1006922100235703
25.0,2.0,0.5,0.25,0.25,Combat,0.5012821674351748
25.0,2.0,0.5,0.25,0.25,Combat,0.2296637094006555
25.0,2.0,0.5,0.25,0.25,Combat,0.714176034155255
25.0,2.0,0.5,0.25,0.25,Combat,0.7017598285329238
,,,,,Combat,0.0121067607554385
,,,,,Combat,0.1568725464395134
,,,,,Combat,0.2986970390839922
,,,,,Combat,0.5460699468740445
,,,,,Combat,0.5418619251427501
,,,,,Combat,0.1647287660231771
,,,,,Combat,0.4980073779479972
,,,,,Combat,0.6142149751538725
,,,,,Combat,0.5127805901755784
,,,,,Combat,0.625125556257365
,,,,,Combat,0.8970390109605314
,,,,,Combat,0.8141900837184118
,,,,,Combat,0.7514187016554872
,,,,,Combat,0.6498936441426688
,,,,,Combat,0.5256881704181857
,,,,,Combat,0.709507250946135
,,,,,Combat,0.8405433319697133
,,,,,Combat,0.6412406356329579
,,,,,Combat,0.5976986098042385
,,,,,Combat,0.665018769143631
25.0,1.0,0.5,0.25,0.25,Combat,0.7638992415307074
25.0,1.0,0.5,0.25,0.25,Combat,0.832274389303596
25.0,1.0,0.5,0.25,0.25,Combat,0.4556089268204735
25.0,1.0,0.5,0.25,0.25,Combat,0.8480060733193984
25.0,1.0,0.5,0.25,0.25,Combat,0.6619651498190706
25.0,1.0,0.5,0.25,0.25,Combat,0.4802760295021498
25.0,1.0,0.5,0.25,0.25,Combat,0.4129743551571265
25.0,1.0,0.5,0.25,0.25,Combat,0.5876612776671514
25.0,1.0,0.5,0.25,0.25,Combat,0.5226018394555874
25.0,1.0,0.5,0.25,0.25,Combat,0.2590837677146727
,,,,,Combat,0.3899364539832049
,,,,,Combat,0.7719060270615983
,,,,,Combat,0.5928328716837501
,,,,,Combat,0.5515566954880814
,,,,,Combat,0.314894131697016
,,,,,Combat,0.8787505386161004
,,,,,Combat,0.4312994360172335
,,,,,Combat,0.464837588367037
,,,,,Combat,0.7477326335330622
,,,,,Combat,0.575943384405382
,,,,,Combat,0.7801445351099868
,,,,,Combat,0.7615861924106401
,,,,,Combat,0.5818399206079307
,,,,,Combat,0.8169133956156159
,,,,,Combat,0.679869812476102
,,,,,Combat,0.4081666060195624
,,,,,Combat,0.7103151641719494
,,,,,Combat,0.8251167956389747
,,,,,Combat,0.6988305791289725
,,,,,Combat,0.769678791819531
25.0,2.0,0.5,0.25,0.25,Combat,0.75784249396842
25.0,2.0,0.5,0.25,0.25,Combat,0.6662064440909584
25.0,2.0,0.5,0.25,0.25,Combat,0.5889508210284045
25.0,2.0,0.5,0.25,0.25,Combat,0.7642180162317106
25.0,2.0,0.5,0.25,0.25,Combat,0.5785094905763293
25.0,2.0,0.5,0.25,0.25,Combat,0.6516206957006411
25.0,2.0,0.5,0.25,0.25,Combat,0.6132689264870334
25.0,2.0,0.5,0.25,0.25,Combat,0.8010256650975713
25.0,2.0,0.5,0.25,0.25,Combat,0.7642509309563257
25.0,2.0,0.5,0.25,0.25,Combat,0.7923199418492842
,,,,,Combat,0.6951188743146269
,,,,,Combat,0.2167784314068081
,,,,,Combat,0.2136956718675932
,,,,,Combat,0.1210414407569181
,,,,,Combat,0.7352183236474915
,,,,,Combat,1.0
,,,,,Combat,0.541479816430666
,,,,,Combat,0.3501002879921152
,,,,,Combat,0.3006853758942411
,,,,,Combat,0.3082567421673445
,,,,,Combat,0.0592955785862154
,,,,,Combat,0.2794509379286783
,,,,,Combat,0.3980088023476144
,,,,,Combat,0.260435250025634
,,,,,Combat,0.7690181081618738
,,,,,Combat,0.3977023150495728
,,,,,Combat,0.6621815262288925
,,,,,Combat,0.4825359591558055
,,,,,Combat,1.0
,,,,,Combat,0.3441707023515383
25.0,1.0,0.5,0.25,0.25,Combat,0.9252623544063489
25.0,1.0,0.5,0.25,0.25,Combat,0.6072326011865056
25.0,1.0,0.5,0.25,0.25,Combat,0.5141772480625844
25.0,1.0,0.5,0.25,0.25,Combat,0.2089561778438527
25.0,1.0,0.5,0.25,0.25,Combat,0.2413814453238943
25.0,1.0,0.5,0.25,0.25,Combat,0.4753386611274446
25.0,1.0,0.5,0.25,0.25,Combat,0.8025747386213552
25.0,1.0,0.5,0.25,0.25,Combat,0.9726604057867564
25.0,1.0,0.5,0.25,0.25,Combat,0.6087965678496655
25.0,1.0,0.5,0.25,0.25,Combat,0.1273150252839525
,,,,,Combat,0.4752445181715913
,,,,,Combat,0.7590118614560384
,,,,,Combat,0.8028154713291279
,,,,,Combat,0.6642336330714474
,,,,,Combat,0.6216339476606932
,,,,,Combat,0.7662206081220908
,,,,,Combat,0.5075768693153438
,,,,,Combat,0.7185513566531754
,,,,,Combat,0.7338964552440298
,,,,,Combat,0.6741909209622488
,,,,,Combat,0.5481822595753557
,,,,,Combat,0.799354020653828
,,,,,Combat,0.9916693109042312
,,,,,Combat,0.7503022550621717
,,,,,Combat,0.7068597005809856
,,,,,Combat,0.6196521171598324
,,,,,Combat,0.6702507198428453
,,,,,Combat,0.592617420952647
,,,,,Combat,0.6888815681978419
,,,,,Combat,0.7831923472812752
2.0,1.0,0.5,0.25,0.25,Combat,0.7391967543768484
2.0,1.0,0.5,0.25,0.25,Combat,0.7184855726093083
2.0,1.0,0.5,0.25,0.25,Combat,0.7375971943685642
2.0,1.0,0.5,0.25,0.25,Combat,0.7281085887530676
2.0,1.0,0.5,0.25,0.25,Combat,0.7397471815401915
2.0,1.0,0.5,0.25,0.25,Combat,0.5872235338121374
2.0,1.0,0.5,0.25,0.25,Combat,0.474798360454063
2.0,1.0,0.5,0.25,0.25,Combat,0.7246544131140823
2.0,1.0,0.5,0.25,0.25,Combat,0.6820719946421743
2.0,1.0,0.5,0.25,0.25,Combat,0.6864635479434882
,,,,,Combat,0.7067538484750352
,,,,,Combat,0.7909876491100671
,,,,,Combat,0.4128822864158059
,,,,,Combat,0.8189545136145053
,,,,,Combat,0.4651578117073061
,,,,,Combat,0.698700233343926
,,,,,Combat,0.7130442088174717
,,,,,Combat,0.7825063391909245
,,,,,Combat,0.603356547714293
,,,,,Combat,0.7202056147990165
,,,,,Combat,0.956190965090778
,,,,,Combat,0.7985135445406855
,,,,,Combat,0.3179097056282971
,,,,,Combat,0.4243232904079878
,,,,,Combat,0.3807979799941303
,,,,,Combat,0.2878274900241528
,,,,,Combat,0.6552221632666331
,,,,,Combat,0.4019246348775098
,,,,,Combat,0.4740330275092303
,,,,,Combat,0.2841363745565496
2.0,2.0,0.5,0.25,0.25,Combat,0.7494230884851217
2.0,2.0,0.5,0.25,0.25,Combat,0.4924973858798824
2.0,2.0,0.5,0.25,0.25,Combat,0.633269893399975
2.0,2.0,0.5,0.25,0.25,Combat,0.508241294922467
2.0,2.0,0.5,0.25,0.25,Combat,0.8035629004057893
2.0,2.0,0.5,0.25,0.25,Combat,0.5531061451720928
2.0,2.0,0.5,0.25,0.25,Combat,1.0
2.0,2.0,0.5,0.25,0.25,Combat,0.4003352073522322
2.0,2.0,0.5,0.25,0.25,Combat,0.724350033179935
2.0,2.0,0.5,0.25,0.25,Combat,0.6252393220935791
,,,,,Combat,0.5573074417349021
,,,,,Combat,0.8029204561595455
,,,,,Combat,0.6199883422047855
,,,,,Combat,0.9207823661545133
,,,,,Combat,0.6646471870172662
,,,,,Combat,0.6100866151290769
,,,,,Combat,0.7792173343475441
,,,,,Combat,0.5723756257313747
,,,,,Combat,0.8630829416663969
,,,,,Combat,0.792190632992214
,,,,,Combat,0.7722850271792167
,,,,,Combat,1.0
,,,,,Combat,0.2324931981056199
,,,,,Combat,0.9016781534590426
,,,,,Combat,0.5181319988071047
,,,,,Combat,0.440765765171796
,,,,,Combat,0.0163326792130543
,,,,,Combat,0.3803161318550894
,,,,,Combat,0.40774348636443
,,,,,Combat,0.3466230742515204
25.0,2.0,0.5,0.25,0.25,Combat,0.8466946614100184
25.0,2.0,0.5,0.25,0.25,Combat,0.6087360289970815
25.0,2.0,0.5,0.25,0.25,Combat,1.0
25.0,2.0,0.5,0.25,0.25,Combat,1.0
25.0,2.0,0.5,0.25,0.25,Combat,0.4592734798995685
25.0,2.0,0.5,0.25,0.25,Combat,0.2017322733021101
25.0,2.0,0.5,0.25,0.25,Combat,1.0
25.0,2.0,0.5,0.25,0.25,Combat,0.3588033316380268
25.0,2.0,0.5,0.25,0.25,Combat,0.3705586923076482
25.0,2.0,0.5,0.25,0.25,Combat,0.726617472718824
,,,,,Combat,0.5857543727544857
,,,,,Combat,0.7152979305711646
,,,,,Combat,0.8275217519414144
,,,,,Combat,0.6196598801682293
,,,,,Combat,0.7694340133724725
,,,,,Combat,0.8623154655867161
,,,,,Combat,0.7339174163244451
,,,,,Combat,0.6507950396170762
,,,,,Combat,0.8523026636441358
,,,,,Combat,0.7365012937093071
,,,,,Combat,0.718485012049898
,,,,,Combat,1.0
,,,,,Combat,1.0
,,,,,Combat,0.7520175859506236
,,,,,Combat,0.4289389118527776
,,,,,Combat,0.6396808123033297
,,,,,Combat,0.7883878910277954
,,,,,Combat,1.0
,,,,,Combat,1.0
,,,,,Combat,0.7749606933773581
25.0,2.0,0.5,0.25,0.25,Combat,0.619267159884649
25.0,2.0,0.5,0.25,0.25,Combat,0.759569581344425
25.0,2.0,0.5,0.25,0.25,Combat,0.6685233385783848
25.0,2.0,0.5,0.25,0.25,Combat,0.7094681962774104
25.0,2.0,0.5,0.25,0.25,Combat,0.7241637673760716
25.0,2.0,0.5,0.25,0.25,Combat,0.4906884083192864
25.0,2.0,0.5,0.25,0.25,Combat,0.63974561236715
25.0,2.0,0.5,0.25,0.25,Combat,0.6712168444266194
25.0,2.0,0.5,0.25,0.25,Combat,0.8225289091611904
25.0,2.0,0.5,0.25,0.25,Combat,0.5760841751039875
,,,,,Combat,0.7975419674383258
,,,,,Combat,0.6927340204483148
,,,,,Combat,0.7227645456487755
,,,,,Combat,0.6358794300301703
,,,,,Combat,0.6107937016792617
,,,,,Combat,0.7170595197377918
,,,,,Combat,0.7367687586072486
,,,,,Combat,0.6536148376084244
,,,,,Combat,0.6600375180523823
,,,,,Combat,0.7752644291743431
,,,,,Combat,0.7775632476071263
,,,,,Combat,0.6430337678858872
,,,,,Combat,0.7187692413464369
,,,,,Combat,0.5614866659209397
,,,,,Combat,0.7579671897491008
,,,,,Combat,0.6422633463229864
,,,,,Combat,0.7015666115372267
,,,,,Combat,0.7704283342760527
,,,,,Combat,0.6931544863588341
,,,,,Combat,0.6675526846086631
25.0,2.0,0.5,0.25,0.25,Combat,0.6357985489854758
25.0,2.0,0.5,0.25,0.25,Combat,0.3452926648933019
25.0,2.0,0.5,0.25,0.25,Combat,0.4010104583083032
25.0,2.0,0.5,0.25,0.25,Combat,0.701826309164749
25.0,2.0,0.5,0.25,0.25,Combat,0.4345040290340052
25.0,2.0,0.5,0.25,0.25,Combat,0.6684766249192415
25.0,2.0,0.5,0.25,0.25,Combat,0.3764799920747569
25.0,2.0,0.5,0.25,0.25,Combat,0.6807166239071228
25.0,2.0,0.5,0.25,0.25,Combat,0.3829875835586722
25.0,2.0,0.5,0.25,0.25,Combat,0.8374164254132146
,,,,,Combat,0.738905498960855
,,,,,Combat,0.5259598567225168
,,,,,Combat,0.4669708647977857
,,,,,Combat,0.6771453576563335
,,,,,Combat,0.6793176009504884
,,,,,Combat,0.5839274782404843
,,,,,Combat,0.6989657303568394
,,,,,Combat,0.8025473226317711
,,,,,Combat,0.4292822674861488
,,,,,Combat,0.6193620223163923
,,,,,Combat,0.6782922212470177
,,,,,Combat,0.6138678072545933
,,,,,Combat,0.0827215569129434
,,,,,Combat,0.4785447998247519
,,,,,Combat,1.0
,,,,,Combat,0.5971553066180457
,,,,,Combat,0.1955810510317059
,,,,,Combat,0.6762822472549935
,,,,,Combat,0.5792858230478198
,,,,,Combat,0.3343878897115481
25.0,2.0,0.5,0.25,0.25,Combat,0.7525545397734665
25.0,2.0,0.5,0.25,0.25,Combat,0.8347679435450985
25.0,2.0,0.5,0.25,0.25,Combat,0.540177300584117
25.0,2.0,0.5,0.25,0.25,Combat,0.6717130697875546
25.0,2.0,0.5,0.25,0.25,Combat,0.8222442140485117
25.0,2.0,0.5,0.25,0.25,Combat,0.5009640602782545
25.0,2.0,0.5,0.25,0.25,Combat,0.6545158884420359
25.0,2.0,0.5,0.25,0.25,Combat,0.7518750843195393
25.0,2.0,0.5,0.25,0.25,Combat,0.7634663129697037
25.0,2.0,0.5,0.25,0.25,Combat,0.6605592565444921
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6410958742557453
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6512106125476637
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6382341701344512
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6719009497182771
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6480893868590648
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6739714912640943
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.664339218789742
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.655736665885352
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6209794057511787
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6438180167112006
,,,,,AdjHE_RE,0.6316447895370926
,,,,,AdjHE_RE,0.6666870659650441
,,,,,AdjHE_RE,0.6473910802695483
,,,,,AdjHE_RE,0.6708408052072201
,,,,,AdjHE_RE,0.6523271355816908
,,,,,AdjHE_RE,0.6478521661846783
,,,,,AdjHE_RE,0.6535773510175776
,,,,,AdjHE_RE,0.6555229792239182
,,,,,AdjHE_RE,0.6647813381134138
,,,,,AdjHE_RE,0.6862585737734315
,,,,,AdjHE_RE,0.456863530814039
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.1826675672137158
,,,,,AdjHE_RE,0.6550605972441064
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.7719177225792676
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.5366006223318248
,,,,,AdjHE_RE,0.3672314428963474
,,,,,AdjHE_RE,0.6843348440891005
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.642810407524467
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6541531919907813
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.671433800010624
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6533669249307889
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6464118635098113
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6664858868584495
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6768369818235117
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6462263571561198
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6414185995033597
2.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6355974459798837
,,,,,AdjHE_RE,0.6453366590784108
,,,,,AdjHE_RE,0.6168504431011341
,,,,,AdjHE_RE,0.4629093538134174
,,,,,AdjHE_RE,0.043287306270244
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.488461717845031
,,,,,AdjHE_RE,0.7364853736923159
,,,,,AdjHE_RE,0.6004606195896375
,,,,,AdjHE_RE,0.6786684131106532
,,,,,AdjHE_RE,0.7255649347848444
,,,,,AdjHE_RE,0.6567868577373921
,,,,,AdjHE_RE,0.667922230501538
,,,,,AdjHE_RE,0.6554927039699995
,,,,,AdjHE_RE,0.6639805570150361
,,,,,AdjHE_RE,0.6167532109690159
,,,,,AdjHE_RE,0.6807134506402995
,,,,,AdjHE_RE,0.7005028177054066
,,,,,AdjHE_RE,0.7347344156507507
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,1.0
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6805413224362341
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.9312250988816068
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.4824614598242044
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6771481633932678
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6862538832664873
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,1.0
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.7391108303005068
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.4453903703009156
2.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6844116059538381
,,,,,AdjHE_RE,0.6594294638955038
,,,,,AdjHE_RE,0.6685492603120923
,,,,,AdjHE_RE,0.6598895602355
,,,,,AdjHE_RE,0.6334654526612603
,,,,,AdjHE_RE,0.6852335901930906
,,,,,AdjHE_RE,0.6800759396350153
,,,,,AdjHE_RE,0.6995506370016938
,,,,,AdjHE_RE,0.6799459722334008
,,,,,AdjHE_RE,0.6408675186708545
,,,,,AdjHE_RE,0.676705241992433
,,,,,AdjHE_RE,0.6655315309436881
,,,,,AdjHE_RE,0.6597253400707201
,,,,,AdjHE_RE,0.7055379337468255
,,,,,AdjHE_RE,0.6591669794933155
,,,,,AdjHE_RE,0.632768574142892
,,,,,AdjHE_RE,0.6541487747755872
,,,,,AdjHE_RE,0.654677377470581
,,,,,AdjHE_RE,0.6648291746346919
,,,,,AdjHE_RE,0.6610860376923906
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6638660368459536
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.3563955815978774
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,1.0
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,1.0
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.7358011263622829
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.2527440718767039
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.8827921134300901
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.3515401801791029
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.4342797248167944
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.5641166489352738
,,,,,AdjHE_RE,0.6413773433406085
,,,,,AdjHE_RE,0.3451277082933229
,,,,,AdjHE_RE,0.773472026758284
,,,,,AdjHE_RE,0.8782901429228036
,,,,,AdjHE_RE,0.4509675239979565
,,,,,AdjHE_RE,0.8146508264449214
,,,,,AdjHE_RE,0.4868652197766412
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.4542101048613529
,,,,,AdjHE_RE,0.3359524196885431
,,,,,AdjHE_RE,0.8832452000147074
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.4466379650840676
,,,,,AdjHE_RE,0.4449701138685286
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.3254712986676435
,,,,,AdjHE_RE,0.9924397891100316
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,1.0
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.5263976294032382
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.7726715702163288
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.5329290362443679
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.530162796544821
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.2300450897030179
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.1668967173897916
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,1.0
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.3448951222300754
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,1.0
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.8928685125165021
,,,,,AdjHE_RE,0.1078261324798485
,,,,,AdjHE_RE,0.2636295031983596
,,,,,AdjHE_RE,0.907961747732738
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.7561058926141087
,,,,,AdjHE_RE,0.564192032528379
,,,,,AdjHE_RE,0.898071574418441
,,,,,AdjHE_RE,0.4489770741434272
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.6588313870642724
,,,,,AdjHE_RE,0.6492463018143952
,,,,,AdjHE_RE,0.6867739198333314
,,,,,AdjHE_RE,0.6649464551722638
,,,,,AdjHE_RE,0.6759554197481822
,,,,,AdjHE_RE,0.6589435296312417
,,,,,AdjHE_RE,0.664406937023653
,,,,,AdjHE_RE,0.6770063996088238
,,,,,AdjHE_RE,0.6851790098493438
,,,,,AdjHE_RE,0.6385149589120691
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6455951875598959
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.5618055931083362
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.5234289286363487
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.3856768588992196
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,1.0
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.7940822116768752
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.8107433907003904
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.6608490469418274
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.8901099946929355
25.0,1.0,0.5,0.25,0.25,AdjHE_RE,0.3923210364797841
,,,,,AdjHE_RE,0.7761160885101757
,,,,,AdjHE_RE,0.8066633815418461
,,,,,AdjHE_RE,0.5932111065175801
,,,,,AdjHE_RE,0.6615859161535985
,,,,,AdjHE_RE,0.3176599120853226
,,,,,AdjHE_RE,0.910735772878458
,,,,,AdjHE_RE,0.4876786937301838
,,,,,AdjHE_RE,0.4728563435494486
,,,,,AdjHE_RE,0.8271806677188783
,,,,,AdjHE_RE,0.6003571603185396
,,,,,AdjHE_RE,0.6306767965619188
,,,,,AdjHE_RE,0.6477114415171884
,,,,,AdjHE_RE,0.6653819459563807
,,,,,AdjHE_RE,0.6750247983057132
,,,,,AdjHE_RE,0.6543198288355978
,,,,,AdjHE_RE,0.6558783008567872
,,,,,AdjHE_RE,0.6852438404517945
,,,,,AdjHE_RE,0.648807915267883
,,,,,AdjHE_RE,0.6591325041779909
,,,,,AdjHE_RE,0.6743334467965671
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6589381925713333
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6324374766521998
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6229792461471788
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6682765248838031
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.656743839163782
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6811608647225607
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6886324366150923
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6553032243534187
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6553944621209262
25.0,2.0,0.5,0.25,0.25,AdjHE_RE,0.6930351936135273
,,,,,AdjHE_RE,0.649474306596926
,,,,,AdjHE_RE,0.4711880354086709
,,,,,AdjHE_RE,0.6762060672343684
,,,,,AdjHE_RE,0.1278239831991243
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.6006651611534174
,,,,,AdjHE_RE,1.0
,,,,,AdjHE_RE,0.6620729877274217
