GCTA,var_GCTA,time_GCTA,nGCTA,var_nGCTA,time_nGCTA,nAdjHE,var_nAdjHE,time_nAdjHE,AdjHE,var_AdjHE,time_AdjHE,SWD,var_SWD,time_SWD,Combat,var_Combat,time_Combat,AdjHE_RE,var_AdjHE_RE,time_AdjHE_RE,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
0.6720229999999999,0.022665904703999998,1.564327985048294,0.552798802,0.2168023504433024,9.840712826000527,0.5646340830711046,0.21584378479413274,0.34140493301674724,0.5299674632805306,0.022284479127805124,0.10010739509016275,0.4640252404284666,0.022284479127805124,0.10576132987625897,0.6157769789536885,0.022284479127805124,0.10212519904598594,0.6855043063241145,0.022284479127805065,0.5615860798861831,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.764332,0.020920440321000006,1.3313534210901707,0.38057037099999996,0.20746296498231998,7.662021517986432,0.42380479547409133,0.22870208697672378,0.33072597393766046,0.43137469288681646,0.022559638989705436,0.09698354196734726,0.47048499908616226,0.022559638989705436,0.11031345813535154,0.7247861770629553,0.022559638989705436,0.11131828487850726,0.6511366820936265,0.022559638989705377,0.5738870340865105,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.710884,0.021948126201,1.6045797581318766,0.45293239399999996,0.22787362038440961,3.793073940090835,0.46354862257010115,0.21463433447273936,0.3283578520640731,0.6515463087675607,0.022196090952972237,0.09664311702363193,0.5425305132236536,0.022196090952972237,0.11125191114842892,0.10169509203675249,0.022196090952972237,0.11053689802065492,0.6771395244790823,0.022196090952972237,0.5780504869762808,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.599244,0.023063889424000002,1.4946691941004246,0.14596846099999997,0.10801205511480637,6.679913814878091,0.1810396035990628,0.1257847298938852,0.3297854468692094,0.5256270267585488,0.022422688170185622,0.0916212338488549,0.33058366014341556,0.022422688170185622,0.11050821281969547,0.3693470660697791,0.022422688170185622,0.11005418514832854,0.480568579996651,0.022422688170185622,0.5779901368077844,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.7968069999999999,0.020043480625000002,1.37689195596613,0.494100805,0.24014436343100165,7.389772441005334,0.4845848915342389,0.22263276330601947,0.327437125146389,0.6759700113654102,0.022609615769763936,0.09206631919369102,0.8283145905660255,0.022609615769763936,0.11070014303550124,0.7935536922636792,0.022609615769763936,0.10980303096584976,1.0,0.022609615769763936,0.574219946982339,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.538654,0.022514702400999995,1.3692656478378922,0.557629395,0.21208528044979844,7.426671833964065,0.6012881313638936,0.22031854842102494,0.3273537040222436,0.5977807049147927,0.022108038206574008,0.09073080099187791,0.5092547326262782,0.022108038206574008,0.11290602991357446,0.5160320637689243,0.022108038206574008,0.1091631471645087,0.7923233903910822,0.022108038206573952,0.5775489329826087,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.7983319999999999,0.021142323216,1.5100105609744787,0.46273661899999996,0.22747349607082648,6.147646354045719,0.5374703855849132,0.22975088851297518,0.3247503498569131,0.7492108539421499,0.02204954408466623,0.09503664704971015,0.7197699039824761,0.02204954408466623,0.11024575890041888,0.34433842496280964,0.02204954408466623,0.1103079910390079,1.0,0.02204954408466623,0.574843883048743,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.7405079999999999,0.022302734281000002,1.421609012875706,0.564224022,0.2313219668512063,3.2380221670027822,0.5837023441214877,0.23403246017946563,0.32490667514503,0.5360769342605072,0.022228460365122986,0.09106302703730762,0.45697107991461644,0.022228460365122986,0.1159652341157198,0.6255789603615456,0.022228460365122986,0.10900010797195137,0.6954634632489398,0.022228460365122986,0.575081936083734,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.8668610000000001,0.019058906916000002,1.5166151609737426,0.49400001200000004,0.24959900160099838,2.419549271930009,0.494,0.24960000000000016,0.3219189860392362,0.6589147396793231,0.022177794995814702,0.09251442202366889,0.8132691380470233,0.022177794995814702,0.11876081605441868,0.2524624564042408,0.022177794995814702,0.113728703930974,1.0,0.02217779499581459,0.5754866851493716,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
0.700166,0.020916390625,1.2858368810266256,0.371398054,0.1999938586168864,2.701521923067048,0.41277944305479963,0.20393066350423208,0.32658621296286583,0.5508953908228792,0.022309283354930445,0.09016111609525979,0.7358522125392741,0.022309283354930445,0.11169256689026952,0.7074910530934532,0.022309283354930445,0.10704490588977933,1.0,0.022309283354930445,0.5749299949966371,0.5,0.25,0.25,1000,25,0.1,1,0.02,0,20000,EQUAL,3,False,False
