Estimator,Estimate,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nGCTA,1.0000000000000002e-06,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nAdjHE,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
SWD,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
Combat,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,0.105343,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nGCTA,0.10814863,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nAdjHE,0.0962752002798913,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.105227109333135,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
SWD,0.10522710933313512,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
Combat,0.10246962422316394,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE_RE,0.10517558722668832,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nGCTA,0.1397606255,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
nAdjHE,0.14405100720575512,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
SWD,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
Combat,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,1,0.02,0,20000,IID,3,False,False
