GCTA,nGCTA,nAdjHE,AdjHE,SWD,Combat,AdjHE_RE,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
0.664671,0.5310007745,0.5044089877150048,0.42244053703087925,0.6101814032749995,0.6144168500196537,0.5813861648370088,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.739759,0.5235963755,0.6160184319005505,0.3754287864578319,0.6609612374956972,0.6731936871096217,0.4990099975125061,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.6436390000000001,0.5740220805,0.6301353480560239,0.4871909082572636,0.6604113658873,0.6620608438745769,0.6448634507861285,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.61847,0.5014660195,0.474916812862936,0.46416617236744023,0.6753291268331388,0.6729964168199603,0.6408846649937444,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.6353489999999999,0.3843096755,0.3549254581409197,0.5557717252396597,0.6162585127799767,0.6031529542398543,0.777114865108398,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.6645939999999999,0.5537919955,0.5341419268954486,0.44174518946566294,0.6640412182747575,0.6565753430040809,0.5928809508932429,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.669067,0.5966412314999999,0.6141952642822998,0.598039232262224,0.6908801119949739,0.6944099185057223,0.8092649650321577,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.750541,0.587403001,0.5623760460645683,0.5729706766582896,0.6635918188446969,0.646577947631941,0.7577171609372193,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.620383,0.30287446,0.27908649913329925,0.41657598631987974,0.5682804705928287,0.548380625356607,0.5891499963830441,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.718471,0.4175046505000001,0.40154465858951643,0.5143293484001485,0.6658530897265267,0.667871744272713,0.6959232300519356,0.5,0.25,0.25,2000,25,0.1,1,0.02,1,20000,IID,3,False,False
0.649157,0.621081126,0.5754390871080532,0.5295874834820032,0.7137318329124466,0.7234779772859212,0.708142174009816,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.687247,0.612683018,0.6338793507935638,0.49594144987817285,0.6898736686678644,0.6990236123479345,0.6329252552531057,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.693109,0.6173203315,0.5728387804581127,0.4930997692140394,0.7054648877415368,0.6993640106941075,0.7036719441825259,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.665151,0.641360097,0.6329493875525396,0.5578910668642756,0.6670023859042277,0.6546467386687141,0.7785193176039822,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.592729,0.39941483,0.4520315368540181,0.4116423024053672,0.591263199268681,0.5995642883725048,0.5699003377025708,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.683875,0.4591293819999999,0.4695713481024027,0.49954587083117025,0.673177037958001,0.6783351211962632,0.6944723990517845,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.714389,0.5995181150000001,0.6297389960797042,0.5751214217509822,0.6733503638696855,0.6646871266428409,0.7491072917280353,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.66655,0.50201908,0.49349686017525585,0.5379053864015382,0.5997486626623293,0.5850858347432425,0.7115109067115828,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.5210640000000001,0.590807702,0.5705399477655131,0.4012892648557032,0.5351262625152002,0.5295133286690558,0.5604647481033297,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.660724,0.592325448,0.5939486776754319,0.3727473684479696,0.6372213061479676,0.6233926702871896,0.5108081370887659,0.5,0.25,0.25,2000,25,0.1,1,0.02,2,20000,IID,3,False,False
0.601644,0.5114681554999999,0.6461861116218962,0.5381944446856708,0.5979075304144662,0.5904854763665502,0.7219221793980364,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.691187,0.4699634039999999,0.45358465155991484,0.5875889650480741,0.6818876462894751,0.6741534254101856,0.8299616372763944,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.487757,0.5302038685,0.5947272248804794,0.31522757905594706,0.457535457849912,0.45031344335300383,0.41719645704168334,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.590101,0.5613558165,0.5802289984380977,0.4258488625056068,0.5392057598013663,0.530496152500986,0.5879837790660555,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.73188,0.46692909999999993,0.4841772311886336,0.6344789906178049,0.7583874719486869,0.751665324931308,0.9014712290608594,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.694297,0.541295199,0.5300399205657295,0.5513373822973902,0.7020241885136395,0.6916432762731836,0.7135043158858395,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
0.5918359999999999,0.530741225,0.5539307790503264,0.5096118835636582,0.6267005177535054,0.6176695679555791,0.6770775366146105,0.5,0.25,0.25,2000,25,0.1,1,0.02,3,20000,IID,3,False,False
