h2,SE,Pheno,PCs,Covariates,Time for analysis(s),Memory Usage
0.7679942333681006,0.028468577242891313,head_size,5,inter_miss+inter,0.3888134769949829,825.812
0.773462655414687,0.02856943447518459,head_size,10,inter_miss+inter,0.3803274169913493,830.816
0.7679942333681006,0.028468577242891313,liver_size,5,inter_miss+inter,0.3901651240012143,830.816
0.773462655414687,0.02856943447518459,liver_size,10,inter_miss+inter,0.3984544970007846,830.816
NA,0.028468577242891313,o2_level,5,inter_miss+inter,0.38028300199948717,830.816
NA,0.02856943447518459,o2_level,10,inter_miss+inter,0.3805706929997541,830.872
