nsites,nclusts,sg,ss,se,variable,value
,,,,,GCTA,0.704997
,,,,,GCTA,0.691157
,,,,,GCTA,0.662229
,,,,,GCTA,0.6709350000000001
,,,,,GCTA,0.654688
,,,,,GCTA,0.658275
,,,,,GCTA,0.673841
,,,,,GCTA,0.672434
,,,,,GCTA,0.665207
,,,,,GCTA,0.651018
,,,,,GCTA,0.662537
,,,,,GCTA,0.680524
,,,,,GCTA,0.668555
2.0,2.0,0.5,0.25,0.25,GCTA,0.671514
2.0,2.0,0.5,0.25,0.25,GCTA,0.6812520000000001
2.0,2.0,0.5,0.25,0.25,GCTA,0.6588890000000001
2.0,2.0,0.5,0.25,0.25,GCTA,0.665858
2.0,2.0,0.5,0.25,0.25,GCTA,0.6659079999999999
2.0,2.0,0.5,0.25,0.25,GCTA,0.643112
2.0,2.0,0.5,0.25,0.25,GCTA,0.657712
2.0,2.0,0.5,0.25,0.25,GCTA,0.660883
2.0,2.0,0.5,0.25,0.25,GCTA,0.663948
2.0,2.0,0.5,0.25,0.25,GCTA,0.659587
,,,,,GCTA,0.673829
,,,,,GCTA,0.642369
,,,,,GCTA,0.650461
,,,,,GCTA,0.6614220000000001
,,,,,GCTA,0.661617
,,,,,GCTA,0.659205
,,,,,GCTA,0.656853
,,,,,GCTA,0.6522720000000001
,,,,,GCTA,0.661342
,,,,,GCTA,0.664083
,,,,,GCTA,0.694083
,,,,,GCTA,0.6844899999999999
,,,,,GCTA,0.68514
,,,,,GCTA,0.7135319999999999
,,,,,GCTA,0.724489
,,,,,GCTA,0.696209
,,,,,GCTA,0.684083
,,,,,GCTA,0.689823
,,,,,GCTA,0.702074
,,,,,GCTA,0.699822
2.0,2.0,0.5,0.25,0.25,GCTA,0.689163
2.0,2.0,0.5,0.25,0.25,GCTA,0.703125
2.0,2.0,0.5,0.25,0.25,GCTA,0.7106899999999999
2.0,2.0,0.5,0.25,0.25,GCTA,0.690195
2.0,2.0,0.5,0.25,0.25,GCTA,0.684521
2.0,2.0,0.5,0.25,0.25,GCTA,0.695146
2.0,2.0,0.5,0.25,0.25,GCTA,0.68802
2.0,2.0,0.5,0.25,0.25,GCTA,0.692208
2.0,2.0,0.5,0.25,0.25,GCTA,0.7068439999999999
2.0,2.0,0.5,0.25,0.25,GCTA,0.685673
,,,,,GCTA,0.692145
,,,,,GCTA,0.710058
,,,,,GCTA,0.722102
,,,,,GCTA,0.6750079999999999
,,,,,GCTA,0.697154
,,,,,GCTA,0.705697
,,,,,GCTA,0.721642
,,,,,GCTA,0.669172
,,,,,GCTA,0.691979
,,,,,GCTA,0.700198
,,,,,GCTA,0.653121
,,,,,GCTA,0.65187
,,,,,GCTA,0.6643680000000001
,,,,,GCTA,0.665571
,,,,,GCTA,0.662485
,,,,,GCTA,0.663227
,,,,,GCTA,0.657632
,,,,,GCTA,0.666829
,,,,,GCTA,0.648091
,,,,,GCTA,0.649134
2.0,2.0,0.5,0.25,0.25,GCTA,0.70272
2.0,2.0,0.5,0.25,0.25,GCTA,0.712507
2.0,2.0,0.5,0.25,0.25,GCTA,0.710784
2.0,2.0,0.5,0.25,0.25,GCTA,0.721648
2.0,2.0,0.5,0.25,0.25,GCTA,0.675124
2.0,2.0,0.5,0.25,0.25,GCTA,0.713576
2.0,2.0,0.5,0.25,0.25,GCTA,0.702328
2.0,2.0,0.5,0.25,0.25,GCTA,0.688303
2.0,2.0,0.5,0.25,0.25,GCTA,0.709392
2.0,2.0,0.5,0.25,0.25,GCTA,0.67452
,,,,,GCTA,0.700083
,,,,,GCTA,0.68688
,,,,,GCTA,0.692592
,,,,,GCTA,0.719137
,,,,,GCTA,0.699148
,,,,,GCTA,0.687355
,,,,,GCTA,0.668964
,,,,,GCTA,0.723398
,,,,,GCTA,0.7219479999999999
,,,,,GCTA,0.721001
,,,,,GCTA,0.675559
,,,,,GCTA,0.656907
,,,,,GCTA,0.65773
,,,,,GCTA,0.665065
,,,,,GCTA,0.640551
,,,,,GCTA,0.65655
,,,,,GCTA,0.654574
,,,,,GCTA,0.686697
,,,,,GCTA,0.669168
,,,,,GCTA,0.6613720000000001
2.0,1.0,0.5,0.25,0.25,GCTA,0.71311
2.0,1.0,0.5,0.25,0.25,GCTA,0.679503
2.0,1.0,0.5,0.25,0.25,GCTA,0.7140850000000001
2.0,1.0,0.5,0.25,0.25,GCTA,0.705522
2.0,1.0,0.5,0.25,0.25,GCTA,0.677237
2.0,1.0,0.5,0.25,0.25,GCTA,0.674037
2.0,1.0,0.5,0.25,0.25,GCTA,0.674103
2.0,1.0,0.5,0.25,0.25,GCTA,0.694709
2.0,1.0,0.5,0.25,0.25,GCTA,0.655257
2.0,1.0,0.5,0.25,0.25,GCTA,0.673903
,,,,,GCTA,0.694557
,,,,,GCTA,0.655999
,,,,,GCTA,0.638175
,,,,,GCTA,0.660451
,,,,,GCTA,0.6567109999999999
,,,,,GCTA,0.655203
,,,,,GCTA,0.660786
,,,,,GCTA,0.6443409999999999
,,,,,GCTA,0.65563
,,,,,GCTA,0.6558689999999999
,,,,,GCTA,0.668223
,,,,,GCTA,0.648204
,,,,,GCTA,0.6693979999999999
,,,,,GCTA,0.656634
,,,,,GCTA,0.66479
,,,,,GCTA,0.652022
,,,,,GCTA,0.6573979999999999
,,,,,GCTA,0.663172
,,,,,GCTA,0.664065
,,,,,GCTA,0.664608
25.0,1.0,0.5,0.25,0.25,GCTA,0.730744
25.0,1.0,0.5,0.25,0.25,GCTA,0.7098300000000001
25.0,1.0,0.5,0.25,0.25,GCTA,0.7023010000000001
25.0,1.0,0.5,0.25,0.25,GCTA,0.733913
25.0,1.0,0.5,0.25,0.25,GCTA,0.712065
25.0,1.0,0.5,0.25,0.25,GCTA,0.707551
25.0,1.0,0.5,0.25,0.25,GCTA,0.679383
25.0,1.0,0.5,0.25,0.25,GCTA,0.694242
25.0,1.0,0.5,0.25,0.25,GCTA,0.6921010000000001
25.0,1.0,0.5,0.25,0.25,GCTA,0.702616
,,,,,GCTA,0.6579189999999999
,,,,,GCTA,0.671643
,,,,,GCTA,0.659643
,,,,,GCTA,0.67295
,,,,,GCTA,0.6523479999999999
,,,,,GCTA,0.6517890000000001
,,,,,GCTA,0.6636350000000001
,,,,,GCTA,0.680971
,,,,,GCTA,0.655049
,,,,,GCTA,0.674608
,,,,,GCTA,0.67998
,,,,,GCTA,0.705622
,,,,,GCTA,0.699008
,,,,,GCTA,0.6757029999999999
,,,,,GCTA,0.6675369999999999
,,,,,GCTA,0.701926
,,,,,GCTA,0.6949029999999999
,,,,,GCTA,0.720042
,,,,,GCTA,0.703014
,,,,,GCTA,0.694896
25.0,2.0,0.5,0.25,0.25,GCTA,0.638514
25.0,2.0,0.5,0.25,0.25,GCTA,0.660742
25.0,2.0,0.5,0.25,0.25,GCTA,0.668516
25.0,2.0,0.5,0.25,0.25,GCTA,0.656316
25.0,2.0,0.5,0.25,0.25,GCTA,0.666169
25.0,2.0,0.5,0.25,0.25,GCTA,0.667176
25.0,2.0,0.5,0.25,0.25,GCTA,0.668945
25.0,2.0,0.5,0.25,0.25,GCTA,0.659758
25.0,2.0,0.5,0.25,0.25,GCTA,0.671428
25.0,2.0,0.5,0.25,0.25,GCTA,0.650393
,,,,,GCTA,0.688163
,,,,,GCTA,0.685037
,,,,,GCTA,0.679492
,,,,,GCTA,0.6599619999999999
,,,,,GCTA,0.709661
,,,,,GCTA,0.6945520000000001
,,,,,GCTA,0.705311
,,,,,GCTA,0.685882
,,,,,GCTA,0.640403
,,,,,GCTA,0.698249
,,,,,GCTA,0.697603
,,,,,GCTA,0.702635
,,,,,GCTA,0.692596
,,,,,GCTA,0.713021
,,,,,GCTA,0.7330399999999999
,,,,,GCTA,0.715221
,,,,,GCTA,0.699152
,,,,,GCTA,0.719857
,,,,,GCTA,0.712968
,,,,,GCTA,0.719156
2.0,1.0,0.5,0.25,0.25,GCTA,0.701875
2.0,1.0,0.5,0.25,0.25,GCTA,0.70899
2.0,1.0,0.5,0.25,0.25,GCTA,0.7105
2.0,1.0,0.5,0.25,0.25,GCTA,0.690653
2.0,1.0,0.5,0.25,0.25,GCTA,0.691815
2.0,1.0,0.5,0.25,0.25,GCTA,0.702327
2.0,1.0,0.5,0.25,0.25,GCTA,0.693195
2.0,1.0,0.5,0.25,0.25,GCTA,0.676153
2.0,1.0,0.5,0.25,0.25,GCTA,0.683934
2.0,1.0,0.5,0.25,0.25,GCTA,0.738247
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6965768
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6926544266
2.0,2.0,0.5,0.25,0.25,nGCTA,0.7061312985999999
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6834308884
2.0,2.0,0.5,0.25,0.25,nGCTA,0.679867783
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6298234136
2.0,2.0,0.5,0.25,0.25,nGCTA,0.712796341
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6693018958000001
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6803664832
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6586571615999999
,,,,,nGCTA,0.6627230580000001
,,,,,nGCTA,0.6672978728000001
,,,,,nGCTA,0.6467762459999999
,,,,,nGCTA,0.6525707116
,,,,,nGCTA,0.6403415096
,,,,,nGCTA,0.67167763
,,,,,nGCTA,0.65046344
,,,,,nGCTA,0.6492846969999999
,,,,,nGCTA,0.6595972372000001
,,,,,nGCTA,0.6800441960000001
,,,,,nGCTA,0.6587386028000001
,,,,,nGCTA,0.6275165412
,,,,,nGCTA,0.6718520148
,,,,,nGCTA,0.666192824
,,,,,nGCTA,0.6580681532
,,,,,nGCTA,0.6667025
,,,,,nGCTA,0.66169709
,,,,,nGCTA,0.6551081780000001
,,,,,nGCTA,0.6493679094
,,,,,nGCTA,0.6657720576
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6727984992
2.0,1.0,0.5,0.25,0.25,nGCTA,0.622518461
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6479397752
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6804407176
2.0,1.0,0.5,0.25,0.25,nGCTA,0.606038174
2.0,1.0,0.5,0.25,0.25,nGCTA,0.5859960274
2.0,1.0,0.5,0.25,0.25,nGCTA,0.645504895
2.0,1.0,0.5,0.25,0.25,nGCTA,0.7004796288
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6984496686
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6502768678
,,,,,nGCTA,0.5900946132
,,,,,nGCTA,0.656794956
,,,,,nGCTA,0.6557975486
,,,,,nGCTA,0.5916211267999999
,,,,,nGCTA,0.6261901078
,,,,,nGCTA,0.6204831444
,,,,,nGCTA,0.6329716501999999
,,,,,nGCTA,0.6672844642
,,,,,nGCTA,0.614153497
,,,,,nGCTA,0.5453996546
,,,,,nGCTA,0.6386471262
,,,,,nGCTA,0.6074476566
,,,,,nGCTA,0.5997262724
,,,,,nGCTA,0.6642967838
,,,,,nGCTA,0.6588321428
,,,,,nGCTA,0.6504302296
,,,,,nGCTA,0.6830122274
,,,,,nGCTA,0.6517974459999999
,,,,,nGCTA,0.6245009444
,,,,,nGCTA,0.6437950924
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6945681684
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6118351034
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6404643232
2.0,1.0,0.5,0.25,0.25,nGCTA,0.4934982544
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6350232368
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6469299058
2.0,1.0,0.5,0.25,0.25,nGCTA,0.7849039246
2.0,1.0,0.5,0.25,0.25,nGCTA,0.645945404
2.0,1.0,0.5,0.25,0.25,nGCTA,0.5928932721999999
2.0,1.0,0.5,0.25,0.25,nGCTA,0.6305380864
,,,,,nGCTA,0.6847673839999999
,,,,,nGCTA,0.6662452052000001
,,,,,nGCTA,0.7300488418000001
,,,,,nGCTA,0.6837440720000001
,,,,,nGCTA,0.7371456518
,,,,,nGCTA,0.6715459264
,,,,,nGCTA,0.6425218226
,,,,,nGCTA,0.6974216736000001
,,,,,nGCTA,0.6602148703999999
,,,,,nGCTA,0.6587258646
,,,,,nGCTA,0.7164340547999999
,,,,,nGCTA,0.6787262116
,,,,,nGCTA,0.70315412
,,,,,nGCTA,0.6304009610000001
,,,,,nGCTA,0.6940431711999999
,,,,,nGCTA,0.6647886612
,,,,,nGCTA,0.6890858792
,,,,,nGCTA,0.6825999700000001
,,,,,nGCTA,0.7015805131999999
,,,,,nGCTA,0.6830609056
25.0,1.0,0.5,0.25,0.25,nGCTA,0.7140159046000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6496211616
25.0,1.0,0.5,0.25,0.25,nGCTA,0.7236021699999999
25.0,1.0,0.5,0.25,0.25,nGCTA,0.654120024
25.0,1.0,0.5,0.25,0.25,nGCTA,0.65691316
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6763990784
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6703410606
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6691265844000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.677878912
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6491341704
,,,,,nGCTA,0.6596758776
,,,,,nGCTA,0.6625195416
,,,,,nGCTA,0.6696359256
,,,,,nGCTA,0.6662728348
,,,,,nGCTA,0.6250807115999999
,,,,,nGCTA,0.6743705608
,,,,,nGCTA,0.6761549004
,,,,,nGCTA,0.6754634187999999
,,,,,nGCTA,0.6857523560000001
,,,,,nGCTA,0.6456798067999999
,,,,,nGCTA,0.660698771
,,,,,nGCTA,0.6272463632
,,,,,nGCTA,0.6781397927999999
,,,,,nGCTA,0.6100178907999999
,,,,,nGCTA,0.6602923604
,,,,,nGCTA,0.6154402232
,,,,,nGCTA,0.6311352062
,,,,,nGCTA,0.6661561488
,,,,,nGCTA,0.5706700116
,,,,,nGCTA,0.6501130919999999
25.0,2.0,0.5,0.25,0.25,nGCTA,0.5135756082
25.0,2.0,0.5,0.25,0.25,nGCTA,0.5999271668
25.0,2.0,0.5,0.25,0.25,nGCTA,0.5721527718
25.0,2.0,0.5,0.25,0.25,nGCTA,0.7050070637999999
25.0,2.0,0.5,0.25,0.25,nGCTA,0.6276736076000001
25.0,2.0,0.5,0.25,0.25,nGCTA,0.5832658176000001
25.0,2.0,0.5,0.25,0.25,nGCTA,0.6494986156
25.0,2.0,0.5,0.25,0.25,nGCTA,0.6051404786
25.0,2.0,0.5,0.25,0.25,nGCTA,0.6179086732000001
25.0,2.0,0.5,0.25,0.25,nGCTA,0.5564792024
,,,,,nGCTA,0.6783950428
,,,,,nGCTA,0.654313717
,,,,,nGCTA,0.665212958
,,,,,nGCTA,0.6988775344
,,,,,nGCTA,0.6730022702
,,,,,nGCTA,0.6464379792000001
,,,,,nGCTA,0.67581424
,,,,,nGCTA,0.6514115488
,,,,,nGCTA,0.6573995708
,,,,,nGCTA,0.67229544
,,,,,nGCTA,0.700564384
,,,,,nGCTA,0.6341915819999999
,,,,,nGCTA,0.6571379252
,,,,,nGCTA,0.686137264
,,,,,nGCTA,0.6855658752
,,,,,nGCTA,0.6719581448
,,,,,nGCTA,0.6493948140000001
,,,,,nGCTA,0.6451673172
,,,,,nGCTA,0.6819009798
,,,,,nGCTA,0.6553208829999999
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6397970263999999
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6218813734
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6911098124
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6887323696000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.5237465194
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6026530586
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6920702056
25.0,1.0,0.5,0.25,0.25,nGCTA,0.7029871010000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.5820097198
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6706451324
,,,,,nGCTA,0.6695207128
,,,,,nGCTA,0.6538101392
,,,,,nGCTA,0.658335018
,,,,,nGCTA,0.6642414922000001
,,,,,nGCTA,0.6495712832
,,,,,nGCTA,0.637910801
,,,,,nGCTA,0.6838012466000001
,,,,,nGCTA,0.6614959535999999
,,,,,nGCTA,0.659777482
,,,,,nGCTA,0.6395076204000001
,,,,,nGCTA,0.7093751455999999
,,,,,nGCTA,0.6687775199999999
,,,,,nGCTA,0.6801720688
,,,,,nGCTA,0.6613406695999999
,,,,,nGCTA,0.6570583568
,,,,,nGCTA,0.7051839839999999
,,,,,nGCTA,0.6564872428
,,,,,nGCTA,0.6926846648
,,,,,nGCTA,0.6572484196
,,,,,nGCTA,0.6911499344
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6646946522
25.0,1.0,0.5,0.25,0.25,nGCTA,0.655134761
25.0,1.0,0.5,0.25,0.25,nGCTA,0.5618205250000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6422323282000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.7144775614000001
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6275422224
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6637813398
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6396387566
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6096845951999998
25.0,1.0,0.5,0.25,0.25,nGCTA,0.6944434372
,,,,,nGCTA,0.6904425574
,,,,,nGCTA,0.6614138928
,,,,,nGCTA,0.7100759999999999
,,,,,nGCTA,0.6907757919999999
,,,,,nGCTA,0.6996198607999999
,,,,,nGCTA,0.6651180412
,,,,,nGCTA,0.6616926000000001
,,,,,nGCTA,0.7109565116000001
,,,,,nGCTA,0.652593
,,,,,nGCTA,0.6645609924
,,,,,nGCTA,0.6578345031999999
,,,,,nGCTA,0.645023952
,,,,,nGCTA,0.650825282
,,,,,nGCTA,0.6363039254
,,,,,nGCTA,0.6400935600000001
,,,,,nGCTA,0.6512390216
,,,,,nGCTA,0.6582990656000001
,,,,,nGCTA,0.6618078606
,,,,,nGCTA,0.6727223551999999
,,,,,nGCTA,0.6567437484
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6651214857999999
2.0,2.0,0.5,0.25,0.25,nGCTA,0.5927251384
2.0,2.0,0.5,0.25,0.25,nGCTA,0.695452458
2.0,2.0,0.5,0.25,0.25,nGCTA,0.620435738
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6786891646
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6232457262000001
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6530354444
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6637632713999999
2.0,2.0,0.5,0.25,0.25,nGCTA,0.6477398766
2.0,2.0,0.5,0.25,0.25,nGCTA,0.5647572946
,,,,,nGCTA,0.6300697124
,,,,,nGCTA,0.6443696002000001
,,,,,nGCTA,0.6593741014
,,,,,nGCTA,0.6847122512000001
,,,,,nGCTA,0.6505377852
,,,,,nGCTA,0.663127391
,,,,,nGCTA,0.663196353
,,,,,nGCTA,0.6531389000000001
,,,,,nGCTA,0.6684834228000001
,,,,,nGCTA,0.6528080438
,,,,,nGCTA,0.6671268476000001
,,,,,nGCTA,0.6423621902
