h2,SE,Pheno,PCs,Covariates,Time for analysis(s),Memory Usage
-0.0055740367736147045,0.008509342125277505,synth303_3,10,,7.299456242995802,2143.708
0.10956216281587264,0.008273011142352744,synth330_1,0,,7.187975556007586,2143.708
0.0003394735730757278,0.008490486953608706,synth330_1,5,,7.2675456940050935,2143.708
-0.0012122246929242978,0.008509342125277505,synth330_1,10,,7.305689601998893,2143.708
0.09074535861016096,0.008273011142352744,synth330_2,0,,7.193473805004032,2143.708
-0.005877197109780934,0.008490486953608706,synth330_2,5,,7.271583615001873,2143.708
-0.010869731304493918,0.008509342125277505,synth330_2,10,,7.2976536479982315,2143.708
0.16119503202995725,0.008273011142352744,synth330_3,0,,7.165570734010544,2143.708
0.007872527533075647,0.008490486953608706,synth330_3,5,,7.297719952999614,2143.708
0.0033344163524623503,0.008509342125277505,synth330_3,10,,7.29664395499276,2143.708
0.000391352420315577,0.008273011142352744,synth600_1,0,,7.172892122005578,2143.708
-0.0012725818252216285,0.008490486953608706,synth600_1,5,,7.261304925996228,2143.708
-0.003257575865193091,0.008509342125277505,synth600_1,10,,7.292444506005268,2143.708
-0.0038300011497872746,0.008273011142352744,synth600_2,0,,7.169885276001878,2143.708
-0.00784755866218876,0.008490486953608706,synth600_2,5,,7.368233197994414,2143.708
-0.009031043966523737,0.008509342125277505,synth600_2,10,,7.365035230002832,2143.708
0.008409380833574693,0.008273011142352744,synth600_3,0,,7.167335756996181,2143.708
0.007451856108182646,0.008490486953608706,synth600_3,5,,7.2603015859931475,2143.708
0.004013394893154749,0.008509342125277505,synth600_3,10,,7.315202975005377,2143.708
