Estimator,Estimate,sg,ss,se,nsubjects,nsites,theta_alleles,nclusts,prop_causal,nnpc,nSNPs,site_comp,dominance,site_dep,site_het
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nGCTA,0.1453073605,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nAdjHE,0.0005054751165255221,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
SWD,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
Combat,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
GCTA,0.277452,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nGCTA,0.287677599,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nAdjHE,0.0013341430406377413,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE,0.0016445472634520038,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
SWD,0.0016445472634520038,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
Combat,0.0016656822245005745,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE_RE,0.001642769453764119,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
GCTA,0.028398000000000003,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nGCTA,0.025342432499999998,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nAdjHE,0.0021359974521018457,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE,0.0010184871929864432,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
SWD,0.0010184871929864413,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
Combat,0.0008634143965055173,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE_RE,0.0010169381253868574,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nGCTA,0.16568714800000003,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
nAdjHE,0.0011087661283736944,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
SWD,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
Combat,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
AdjHE_RE,0.0,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
GCTA,1e-06,1e-06,1e-06,1.0,2000,2,0.1,5,0.02,5,20000,EQUAL,3,False,False
